batch_id,timestamp,machine_id,operator_id,shift,temperature,pressure,humidity,speed,material_grade,defect_type,defect_count
B00992,2024-07-10 00:27:21.764176417,M6,OP20,Night,195.7,55.6,47.9,100.2,A,None,0
B00993,2024-07-10 00:40:28.082808280,M6,OP20,Afternoon,197.4,59.2,47.0,93.1,B,None,0
B00994,2024-07-10 00:53:34.401440144,M8,OP16,Afternoon,237.8,46.8,41.1,111.2,B,None,0
B00995,2024-07-10 01:06:40.720072007,M7,OP02,Night,189.1,49.2,38.4,114.6,C,None,0
B00996,2024-07-10 01:19:47.038703870,M10,OP20,Morning,196.7,51.3,60.1,89.1,B,None,0
B00997,2024-07-10 01:32:53.357335733,M10,OP15,Morning,232.3,42.5,51.3,113.2,A,None,0
B00998,2024-07-10 01:45:59.675967596,M8,OP18,Morning,189.7,48.0,42.5,98.3,B,None,0
B00999,2024-07-10 01:59:05.994599459,M2,OP01,Morning,184.6,57.6,42.5,88.9,C,None,0
B01000,2024-07-10 02:12:12.313231323,M9,OP19,Morning,197.1,48.7,49.7,103.9,A,None,0
B01001,2024-07-10 02:25:18.631863186,M1,OP12,Night,189.6,55.1,57.3,97.5,A,None,0
B01002,2024-07-10 02:38:24.950495049,M8,OP08,Afternoon,216.4,49.7,42.9,103.3,C,None,0
B01003,2024-07-10 02:51:31.269126912,M4,OP06,Afternoon,202.3,41.5,54.5,107.3,B,None,0
B01004,2024-07-10 03:04:37.587758775,M4,OP12,Afternoon,183.6,54.0,61.6,105.4,B,None,0
B01005,2024-07-10 03:17:43.906390639,M5,OP07,Morning,204.8,48.6,54.3,94.2,B,Dimensional,2
B01006,2024-07-10 03:30:50.225022502,M8,OP18,Afternoon,202.9,55.7,43.6,114.0,A,None,0
B01007,2024-07-10 03:43:56.543654365,M5,OP14,Afternoon,179.4,50.8,49.1,97.1,C,Dimensional,1
B01008,2024-07-10 03:57:02.862286228,M8,OP08,Morning,206.7,50.0,47.6,106.3,B,None,0
B01009,2024-07-10 04:10:09.180918091,M10,OP20,Night,207.5,51.9,46.2,105.9,B,None,0
B01010,2024-07-10 04:23:15.499549955,M1,OP14,Afternoon,179.8,51.5,49.8,102.9,B,None,0
B01011,2024-07-10 04:36:21.818181818,M10,OP05,Night,181.8,43.1,45.9,103.4,A,None,0
B01012,2024-07-10 04:49:28.136813681,M9,OP09,Morning,194.7,54.2,42.5,92.2,A,None,0
B01013,2024-07-10 05:02:34.455445544,M6,OP08,Night,190.7,49.9,53.7,97.2,B,None,0
B01014,2024-07-10 05:15:40.774077407,M3,OP02,Afternoon,208.9,50.1,57.5,91.9,B,None,0
B01015,2024-07-10 05:28:47.092709270,M8,OP16,Night,193.5,51.7,58.3,107.5,B,None,0
B01016,2024-07-10 05:41:53.411341134,M9,OP13,Afternoon,197.4,53.6,41.8,96.1,B,None,0
B01017,2024-07-10 05:54:59.729972997,M6,OP07,Night,184.1,54.2,58.1,96.7,B,None,0
B01018,2024-07-10 06:08:06.048604860,M7,OP16,Afternoon,214.2,52.7,62.7,95.6,B,Surface,5
B01019,2024-07-10 06:21:12.367236723,M1,OP07,Night,188.6,43.0,41.6,96.0,C,Structural,6
B01020,2024-07-10 06:34:18.685868586,M5,OP14,Night,184.5,49.7,42.9,98.8,B,Structural,4
B01021,2024-07-10 06:47:25.004500450,M5,OP14,Night,200.8,46.3,39.9,97.1,A,None,0
B01022,2024-07-10 07:00:31.323132313,M10,OP12,Afternoon,216.1,50.7,41.2,101.5,B,Surface,3
B01023,2024-07-10 07:13:37.641764176,M4,OP01,Morning,206.8,49.2,61.4,98.4,C,None,0
B01024,2024-07-10 07:26:43.960396039,M6,OP01,Night,191.5,58.1,42.8,89.3,C,Structural,3
B01025,2024-07-10 07:39:50.279027902,M7,OP12,Afternoon,193.9,44.5,55.7,106.3,B,None,0
B01026,2024-07-10 07:52:56.597659765,M9,OP20,Afternoon,179.8,50.0,37.7,102.2,A,None,0
B01027,2024-07-10 08:06:02.916291629,M1,OP15,Morning,228.9,50.5,39.1,105.9,B,None,0
B01028,2024-07-10 08:19:09.234923492,M6,OP04,Afternoon,223.3,48.1,43.6,100.4,B,None,0
B01029,2024-07-10 08:32:15.553555355,M7,OP07,Afternoon,204.3,49.9,54.7,103.8,B,None,0
B01030,2024-07-10 08:45:21.872187218,M3,OP16,Afternoon,199.8,58.6,48.4,90.5,A,None,0
B01031,2024-07-10 08:58:28.190819081,M8,OP03,Afternoon,183.1,51.4,49.4,96.4,B,None,0
B01032,2024-07-10 09:11:34.509450945,M5,OP07,Morning,197.8,56.0,43.7,104.7,B,None,0
B01033,2024-07-10 09:24:40.828082808,M9,OP06,Morning,213.4,48.1,45.6,96.3,A,None,0
B01034,2024-07-10 09:37:47.146714671,M5,OP16,Night,210.9,53.1,40.8,110.6,B,None,0
B01035,2024-07-10 09:50:53.465346534,M9,OP08,Morning,193.2,46.8,55.5,111.7,C,None,0
B01036,2024-07-10 10:03:59.783978397,M10,OP06,Afternoon,212.0,46.5,52.8,102.2,B,None,0
B01037,2024-07-10 10:17:06.102610261,M4,OP10,Afternoon,217.4,42.9,47.6,100.5,B,None,0
B01038,2024-07-10 10:30:12.421242124,M9,OP16,Night,200.5,45.7,47.3,116.3,B,None,0
B01039,2024-07-10 10:43:18.739873987,M5,OP11,Morning,214.7,50.2,52.2,79.6,A,Structural,2
B01040,2024-07-10 10:56:25.058505850,M10,OP13,Morning,224.8,56.2,57.6,102.8,A,None,0
B01041,2024-07-10 11:09:31.377137713,M9,OP06,Afternoon,228.7,49.5,44.9,108.2,B,None,0
B01042,2024-07-10 11:22:37.695769576,M3,OP01,Afternoon,191.0,50.9,55.4,86.2,B,None,0
B01043,2024-07-10 11:35:44.014401440,M4,OP19,Morning,206.7,54.6,44.9,93.2,B,None,0
B01044,2024-07-10 11:48:50.333033303,M9,OP12,Night,210.6,48.7,48.2,107.6,B,None,0
B01045,2024-07-10 12:01:56.651665166,M10,OP06,Afternoon,199.7,46.1,48.4,98.8,A,Dimensional,2
B01046,2024-07-10 12:15:02.970297029,M6,OP18,Morning,218.7,46.6,58.9,104.0,B,None,0
B01047,2024-07-10 12:28:09.288928892,M2,OP13,Morning,200.8,54.5,46.1,84.2,A,Surface,4
B01048,2024-07-10 12:41:15.607560756,M7,OP07,Night,197.7,50.6,33.5,88.3,A,None,0
B01049,2024-07-10 12:54:21.926192619,M2,OP13,Morning,180.3,50.6,42.3,96.0,B,Surface,3
B01050,2024-07-10 13:07:28.244824482,M2,OP08,Morning,174.6,46.4,65.6,110.0,C,None,0
B01051,2024-07-10 13:20:34.563456345,M1,OP17,Morning,194.7,55.4,36.8,105.6,B,None,0
B01052,2024-07-10 13:33:40.882088208,M3,OP09,Afternoon,156.5,57.4,35.0,92.3,C,None,0
B01053,2024-07-10 13:46:47.200720072,M6,OP20,Night,218.7,50.7,56.5,93.2,B,None,0
B01054,2024-07-10 13:59:53.519351935,M8,OP13,Morning,213.3,53.7,55.5,104.9,A,None,0
B01055,2024-07-10 14:12:59.837983798,M9,OP02,Morning,210.3,47.4,47.1,100.9,B,None,0
B01056,2024-07-10 14:26:06.156615661,M7,OP04,Morning,216.7,55.1,54.2,103.2,C,None,0
B01057,2024-07-10 14:39:12.475247524,M4,OP02,Afternoon,195.9,52.3,46.5,96.5,B,None,0
B01058,2024-07-10 14:52:18.793879387,M6,OP04,Morning,203.3,45.1,42.2,95.7,C,None,0
B01059,2024-07-10 15:05:25.112511251,M5,OP18,Night,194.4,51.8,63.6,99.6,B,None,0
B01060,2024-07-10 15:18:31.431143114,M8,OP05,Morning,216.6,51.8,44.6,93.9,B,None,0
B01061,2024-07-10 15:31:37.749774977,M1,OP19,Morning,161.7,50.7,39.2,93.9,B,None,0
B01062,2024-07-10 15:44:44.068406840,M1,OP10,Morning,216.6,52.0,36.5,85.5,A,Structural,5
B01063,2024-07-10 15:57:50.387038703,M6,OP18,Night,172.7,49.8,60.5,95.8,A,None,0
B01064,2024-07-10 16:10:56.705670567,M10,OP10,Afternoon,196.9,49.3,51.4,90.5,C,Dimensional,3
B01065,2024-07-10 16:24:03.024302430,M2,OP05,Night,184.3,51.0,56.7,94.7,B,Dimensional,4
B01066,2024-07-10 16:37:09.342934293,M5,OP17,Morning,198.0,48.6,64.9,98.8,C,Surface,4
B01067,2024-07-10 16:50:15.661566156,M1,OP13,Morning,191.7,47.4,45.9,106.3,A,None,0
B01068,2024-07-10 17:03:21.980198019,M7,OP17,Afternoon,194.2,54.4,67.0,97.9,B,None,0
B01069,2024-07-10 17:16:28.298829883,M1,OP09,Afternoon,208.2,47.7,49.0,100.6,B,None,0
B01070,2024-07-10 17:29:34.617461746,M4,OP12,Afternoon,203.4,49.4,50.6,96.8,B,None,0
B01071,2024-07-10 17:42:40.936093609,M9,OP14,Morning,215.0,48.1,61.2,101.2,B,None,0
B01072,2024-07-10 17:55:47.254725472,M1,OP14,Morning,206.3,46.5,50.3,99.1,B,None,0
B01073,2024-07-10 18:08:53.573357335,M4,OP08,Morning,176.2,56.2,56.7,83.7,B,Dimensional,3
B01074,2024-07-10 18:21:59.891989198,M6,OP05,Afternoon,235.3,44.2,46.2,98.4,A,None,0
B01075,2024-07-10 18:35:06.210621062,M6,OP19,Afternoon,170.2,51.6,53.2,99.1,C,Structural,3
B01076,2024-07-10 18:48:12.529252925,M8,OP14,Night,204.7,49.5,61.2,102.3,C,None,0
B01077,2024-07-10 19:01:18.847884788,M1,OP09,Morning,211.0,51.9,54.8,93.5,B,None,0
B01078,2024-07-10 19:14:25.166516651,M7,OP07,Night,204.4,49.3,46.7,96.8,C,None,0
B01079,2024-07-10 19:27:31.485148514,M1,OP08,Afternoon,197.0,52.0,50.6,105.7,C,None,0
B01080,2024-07-10 19:40:37.803780378,M7,OP14,Morning,222.3,51.1,46.8,93.9,A,None,0
B01081,2024-07-10 19:53:44.122412241,M3,OP14,Night,216.8,52.4,49.4,95.2,B,None,0
B01082,2024-07-10 20:06:50.441044104,M8,OP11,Afternoon,199.7,57.0,62.1,111.0,B,None,0
B01083,2024-07-10 20:19:56.759675967,M3,OP14,Afternoon,193.3,42.5,51.1,92.1,A,Structural,5
B01084,2024-07-10 20:33:03.078307830,M1,OP08,Afternoon,187.7,50.3,56.9,85.4,A,None,0
B01085,2024-07-10 20:46:09.396939693,M8,OP03,Afternoon,188.9,46.0,54.0,106.8,A,Structural,3
B01086,2024-07-10 20:59:15.715571557,M3,OP18,Night,199.1,47.1,60.4,87.5,B,None,0
B01087,2024-07-10 21:12:22.034203420,M2,OP03,Night,175.2,46.2,41.6,98.2,A,None,0
B01088,2024-07-10 21:25:28.352835283,M1,OP13,Afternoon,199.9,48.8,51.7,102.7,A,None,0
B01089,2024-07-10 21:38:34.671467146,M3,OP12,Afternoon,212.0,54.5,64.9,106.7,B,None,0
B01090,2024-07-10 21:51:40.990099009,M2,OP15,Night,191.6,48.5,44.7,104.5,A,None,0
B01091,2024-07-10 22:04:47.308730873,M2,OP18,Morning,199.7,51.4,67.5,91.9,B,Dimensional,5
B01092,2024-07-10 22:17:53.627362736,M6,OP05,Morning,204.6,53.6,43.2,112.3,A,None,0
B01093,2024-07-10 22:30:59.945994599,M1,OP07,Morning,207.3,46.6,47.8,97.2,B,None,0
B01094,2024-07-10 22:44:06.264626462,M2,OP11,Afternoon,197.0,46.8,56.5,93.1,B,None,0
B01095,2024-07-10 22:57:12.583258325,M6,OP11,Night,226.4,50.0,51.2,107.4,B,None,0
B01096,2024-07-10 23:10:18.901890189,M3,OP15,Afternoon,200.1,42.8,33.8,92.3,B,None,0
B01097,2024-07-10 23:23:25.220522052,M4,OP10,Morning,180.1,58.0,53.3,102.9,C,None,0
B01098,2024-07-10 23:36:31.539153915,M1,OP15,Afternoon,194.2,50.0,51.1,97.0,A,None,0
B01099,2024-07-10 23:49:37.857785778,M8,OP13,Night,219.5,52.2,45.7,97.0,C,None,0
B01100,2024-07-11 00:02:44.176417641,M7,OP14,Morning,218.3,49.2,48.0,119.3,B,Dimensional,3
B01101,2024-07-11 00:15:50.495049504,M7,OP17,Night,174.2,52.5,33.5,101.0,A,None,0
B01102,2024-07-11 00:28:56.813681368,M3,OP13,Night,195.5,49.3,45.6,82.0,B,Surface,3
B01103,2024-07-11 00:42:03.132313231,M10,OP10,Morning,192.1,52.2,55.8,87.4,A,None,0
B01104,2024-07-11 00:55:09.450945094,M10,OP01,Morning,211.7,55.2,51.4,101.9,C,None,0
B01105,2024-07-11 01:08:15.769576957,M3,OP01,Afternoon,182.9,41.2,58.1,88.5,B,None,0
B01106,2024-07-11 01:21:22.088208820,M2,OP15,Night,223.4,52.7,64.9,94.9,A,Structural,2
B01107,2024-07-11 01:34:28.406840684,M1,OP16,Night,178.0,47.9,43.4,106.4,B,None,0
B01108,2024-07-11 01:47:34.725472547,M7,OP12,Afternoon,197.9,45.6,42.9,98.6,A,None,0
B01109,2024-07-11 02:00:41.044104410,M7,OP06,Afternoon,181.9,44.2,57.6,105.7,B,None,0
B01110,2024-07-11 02:13:47.362736273,M2,OP06,Morning,209.9,50.4,48.8,109.8,A,None,0
B01111,2024-07-11 02:26:53.681368136,M7,OP12,Night,169.1,51.1,48.5,105.5,C,None,0
B01112,2024-07-11 02:40:00.000000000,M8,OP15,Morning,197.4,47.5,71.6,92.5,A,None,0
B01113,2024-07-11 02:53:06.318631863,M1,OP04,Afternoon,197.1,45.0,60.0,106.5,B,None,0
B01114,2024-07-11 03:06:12.637263726,M9,OP04,Morning,186.6,50.5,51.3,106.3,B,Surface,3
B01115,2024-07-11 03:19:18.955895589,M7,OP02,Morning,218.3,50.3,54.1,99.5,B,None,0
B01116,2024-07-11 03:32:25.274527452,M3,OP12,Morning,225.6,52.4,51.7,92.7,A,None,0
B01117,2024-07-11 03:45:31.593159315,M8,OP07,Morning,194.0,52.7,39.5,100.2,B,None,0
B01118,2024-07-11 03:58:37.911791179,M7,OP20,Afternoon,201.9,54.7,52.8,101.1,B,None,0
B01119,2024-07-11 04:11:44.230423042,M8,OP09,Morning,190.7,52.7,48.9,90.6,B,None,0
B01120,2024-07-11 04:24:50.549054905,M6,OP09,Night,181.1,43.5,44.8,106.9,B,None,0
B01121,2024-07-11 04:37:56.867686768,M9,OP08,Afternoon,183.2,50.0,47.0,96.9,B,None,0
B01122,2024-07-11 04:51:03.186318631,M5,OP14,Afternoon,183.6,54.0,40.0,99.7,A,None,0
B01123,2024-07-11 05:04:09.504950495,M3,OP01,Afternoon,218.7,53.4,37.7,102.9,B,None,0
B01124,2024-07-11 05:17:15.823582358,M3,OP12,Afternoon,206.5,59.7,44.5,101.5,B,None,0
B01125,2024-07-11 05:30:22.142214221,M1,OP02,Morning,185.7,53.6,43.3,99.1,B,None,0
B01126,2024-07-11 05:43:28.460846084,M8,OP13,Night,187.0,44.6,65.4,92.1,A,Dimensional,1
B01127,2024-07-11 05:56:34.779477947,M2,OP04,Afternoon,185.0,43.7,61.2,111.8,B,None,0
B01128,2024-07-11 06:09:41.098109810,M3,OP20,Morning,171.8,50.2,46.4,111.0,C,Structural,3
B01129,2024-07-11 06:22:47.416741674,M8,OP18,Afternoon,207.8,50.6,54.2,108.6,B,None,0
B01130,2024-07-11 06:35:53.735373537,M8,OP19,Afternoon,198.1,47.8,50.0,100.0,B,None,0
B01131,2024-07-11 06:49:00.054005400,M4,OP16,Morning,225.6,53.1,45.7,104.4,A,None,0
B01132,2024-07-11 07:02:06.372637263,M4,OP14,Night,168.7,39.9,42.5,91.4,C,None,0
B01133,2024-07-11 07:15:12.691269126,M5,OP08,Morning,212.7,48.1,47.5,99.7,A,Surface,3
B01134,2024-07-11 07:28:19.009900990,M6,OP12,Afternoon,214.1,40.9,46.1,86.2,B,None,0
B01135,2024-07-11 07:41:25.328532853,M5,OP09,Night,216.0,47.0,48.8,95.2,B,Dimensional,4
B01136,2024-07-11 07:54:31.647164716,M7,OP06,Morning,203.7,48.6,66.4,104.3,A,None,0
B01137,2024-07-11 08:07:37.965796579,M2,OP18,Morning,213.8,54.2,49.3,108.0,B,None,0
B01138,2024-07-11 08:20:44.284428442,M7,OP02,Morning,204.6,45.1,40.0,92.5,A,Dimensional,5
B01139,2024-07-11 08:33:50.603060306,M10,OP08,Morning,188.8,49.5,48.4,93.6,B,None,0
B01140,2024-07-11 08:46:56.921692169,M7,OP14,Morning,194.0,47.9,59.3,103.1,A,None,0
B01141,2024-07-11 09:00:03.240324032,M1,OP06,Night,193.6,49.5,66.3,85.5,B,None,0
B01142,2024-07-11 09:13:09.558955895,M7,OP10,Night,217.5,48.4,39.2,111.5,C,None,0
B01143,2024-07-11 09:26:15.877587758,M5,OP08,Night,219.2,49.0,50.3,92.8,C,None,0
B01144,2024-07-11 09:39:22.196219621,M3,OP17,Afternoon,212.2,47.4,52.9,98.6,B,None,0
B01145,2024-07-11 09:52:28.514851485,M3,OP12,Night,200.9,51.5,58.0,105.2,A,None,0
B01146,2024-07-11 10:05:34.833483348,M4,OP17,Afternoon,169.1,54.4,48.6,98.2,B,None,0
B01147,2024-07-11 10:18:41.152115211,M2,OP13,Morning,212.4,50.2,50.1,96.9,B,None,0
B01148,2024-07-11 10:31:47.470747074,M2,OP19,Afternoon,211.7,58.0,46.6,103.6,A,None,0
B01149,2024-07-11 10:44:53.789378937,M1,OP12,Morning,204.3,50.3,39.6,95.8,A,None,0
B01150,2024-07-11 10:58:00.108010801,M5,OP16,Night,207.2,53.2,57.6,102.1,A,None,0
B01151,2024-07-11 11:11:06.426642664,M4,OP05,Afternoon,187.8,47.0,42.4,99.6,A,Surface,4
B01152,2024-07-11 11:24:12.745274527,M10,OP16,Night,194.8,49.5,37.4,90.1,A,None,0
B01153,2024-07-11 11:37:19.063906390,M2,OP06,Afternoon,187.7,48.8,46.3,109.8,A,None,0
B01154,2024-07-11 11:50:25.382538253,M3,OP11,Afternoon,197.7,45.1,36.6,96.9,A,None,0
B01155,2024-07-11 12:03:31.701170117,M7,OP17,Morning,213.2,46.9,46.8,103.5,C,None,0
B01156,2024-07-11 12:16:38.019801980,M7,OP14,Afternoon,206.6,51.4,46.3,93.3,A,None,0
B01157,2024-07-11 12:29:44.338433843,M4,OP06,Night,184.3,55.1,49.3,84.5,C,None,0
B01158,2024-07-11 12:42:50.657065706,M5,OP11,Morning,227.5,52.2,46.2,108.5,C,None,0
B01159,2024-07-11 12:55:56.975697569,M5,OP12,Night,202.6,51.3,50.4,99.9,B,None,0
B01160,2024-07-11 13:09:03.294329432,M6,OP13,Afternoon,189.9,46.6,65.0,101.3,B,None,0
B01161,2024-07-11 13:22:09.612961296,M9,OP04,Morning,195.5,51.9,30.0,100.3,A,None,0
B01162,2024-07-11 13:35:15.931593159,M2,OP07,Afternoon,191.7,47.5,62.2,116.8,A,None,0
B01163,2024-07-11 13:48:22.250225022,M5,OP02,Night,203.4,45.3,38.5,106.1,B,None,0
B01164,2024-07-11 14:01:28.568856885,M3,OP06,Afternoon,180.2,46.4,53.6,105.0,C,Dimensional,2
B01165,2024-07-11 14:14:34.887488748,M4,OP06,Afternoon,204.4,49.5,60.2,95.3,B,None,0
B01166,2024-07-11 14:27:41.206120612,M10,OP18,Afternoon,212.6,47.8,48.5,98.5,A,None,0
B01167,2024-07-11 14:40:47.524752475,M6,OP20,Afternoon,209.9,51.2,51.6,100.0,B,Structural,4
B01168,2024-07-11 14:53:53.843384338,M8,OP08,Morning,204.0,48.5,55.9,104.8,B,None,0
B01169,2024-07-11 15:07:00.162016201,M1,OP08,Morning,208.6,51.1,58.4,97.7,B,None,0
B01170,2024-07-11 15:20:06.480648064,M10,OP08,Morning,205.9,48.8,40.6,97.2,A,None,0
B01171,2024-07-11 15:33:12.799279928,M8,OP08,Morning,215.7,49.8,53.4,106.4,B,None,0
B01172,2024-07-11 15:46:19.117911791,M7,OP01,Morning,196.4,46.1,49.5,112.7,B,None,0
B01173,2024-07-11 15:59:25.436543654,M1,OP02,Afternoon,186.3,55.7,54.0,82.6,C,None,0
B01174,2024-07-11 16:12:31.755175517,M2,OP12,Afternoon,205.5,43.5,53.9,106.8,A,None,0
B01175,2024-07-11 16:25:38.073807380,M3,OP15,Morning,216.3,60.0,49.5,97.8,A,Structural,4
B01176,2024-07-11 16:38:44.392439243,M1,OP04,Morning,194.1,51.9,50.1,104.8,C,None,0
B01177,2024-07-11 16:51:50.711071107,M9,OP03,Morning,224.0,43.7,54.3,98.8,A,None,0
B01178,2024-07-11 17:04:57.029702970,M8,OP14,Afternoon,205.7,50.4,46.4,96.9,B,None,0
B01179,2024-07-11 17:18:03.348334833,M2,OP08,Morning,213.9,50.9,56.1,100.7,C,None,0
B01180,2024-07-11 17:31:09.666966696,M9,OP13,Afternoon,182.6,56.0,44.1,88.6,A,Structural,2
B01181,2024-07-11 17:44:15.985598559,M7,OP19,Afternoon,211.9,44.6,65.9,91.7,B,None,0
B01182,2024-07-11 17:57:22.304230423,M9,OP05,Afternoon,207.0,44.6,53.9,96.2,B,None,0
B01183,2024-07-11 18:10:28.622862286,M6,OP13,Night,231.7,51.4,52.0,100.2,B,Structural,2
B01184,2024-07-11 18:23:34.941494149,M6,OP20,Morning,207.7,50.8,45.5,109.8,B,Dimensional,3
B01185,2024-07-11 18:36:41.260126012,M4,OP01,Morning,209.8,55.9,49.1,106.2,A,None,0
B01186,2024-07-11 18:49:47.578757875,M10,OP16,Morning,187.7,46.0,53.4,98.2,B,None,0
B01187,2024-07-11 19:02:53.897389738,M10,OP02,Morning,204.8,45.7,59.9,90.9,B,None,0
B01188,2024-07-11 19:16:00.216021602,M2,OP07,Morning,217.2,57.5,40.8,100.2,A,None,0
B01189,2024-07-11 19:29:06.534653465,M7,OP06,Night,194.8,49.8,39.3,103.6,B,None,0
B01190,2024-07-11 19:42:12.853285328,M5,OP05,Morning,189.3,47.0,46.3,96.1,B,None,0
B01191,2024-07-11 19:55:19.171917191,M6,OP04,Night,230.1,52.8,46.8,97.8,A,None,0
B01192,2024-07-11 20:08:25.490549054,M2,OP02,Morning,195.8,41.8,46.5,109.3,B,None,0
B01193,2024-07-11 20:21:31.809180918,M5,OP10,Night,213.6,51.5,53.8,101.3,B,Dimensional,2
B01194,2024-07-11 20:34:38.127812781,M10,OP05,Night,192.8,47.5,51.9,100.1,A,None,0
B01195,2024-07-11 20:47:44.446444644,M4,OP18,Morning,193.4,48.0,48.2,99.6,A,None,0
B01196,2024-07-11 21:00:50.765076507,M9,OP10,Morning,198.2,55.2,60.9,110.4,B,Surface,4
B01197,2024-07-11 21:13:57.083708370,M6,OP15,Afternoon,208.6,51.7,68.4,84.9,C,None,0
B01198,2024-07-11 21:27:03.402340234,M2,OP09,Night,217.5,45.5,54.4,103.3,A,None,0
B01199,2024-07-11 21:40:09.720972097,M1,OP11,Afternoon,191.6,50.2,53.6,85.0,B,None,0
B01200,2024-07-11 21:53:16.039603960,M5,OP17,Morning,216.8,50.5,50.6,96.1,B,None,0
B01201,2024-07-11 22:06:22.358235823,M9,OP09,Afternoon,202.1,49.0,41.1,86.3,B,None,0
B01202,2024-07-11 22:19:28.676867686,M6,OP16,Morning,197.4,46.2,57.9,103.1,A,None,0
B01203,2024-07-11 22:32:34.995499549,M10,OP06,Night,208.4,50.9,48.1,83.2,B,Dimensional,3
B01204,2024-07-11 22:45:41.314131413,M7,OP11,Afternoon,221.4,52.8,49.5,87.7,C,None,0
B01205,2024-07-11 22:58:47.632763276,M5,OP17,Morning,207.7,51.8,51.1,99.5,B,None,0
B01206,2024-07-11 23:11:53.951395139,M10,OP04,Morning,189.1,47.1,40.4,100.1,A,None,0
B01207,2024-07-11 23:25:00.270027002,M6,OP15,Morning,202.2,49.4,60.5,112.5,B,None,0
B01208,2024-07-11 23:38:06.588658865,M5,OP01,Night,208.4,41.2,56.7,113.3,B,None,0
B01209,2024-07-11 23:51:12.907290729,M9,OP20,Night,191.1,56.4,43.4,88.6,A,None,0
B01210,2024-07-12 00:04:19.225922592,M6,OP01,Morning,204.2,47.6,41.7,95.2,B,None,0
B01211,2024-07-12 00:17:25.544554455,M8,OP09,Afternoon,189.2,47.9,43.7,96.4,A,Dimensional,3
B01212,2024-07-12 00:30:31.863186318,M2,OP12,Night,209.5,44.7,43.6,107.9,C,Structural,2
B01213,2024-07-12 00:43:38.181818181,M9,OP04,Morning,222.0,53.4,41.0,97.0,A,None,0
B01214,2024-07-12 00:56:44.500450045,M5,OP13,Morning,198.8,54.1,52.5,84.6,B,None,0
B01215,2024-07-12 01:09:50.819081908,M7,OP07,Morning,211.2,47.7,52.4,106.3,B,None,0
B01216,2024-07-12 01:22:57.137713771,M10,OP08,Morning,215.4,45.4,40.0,95.7,A,None,0
B01217,2024-07-12 01:36:03.456345634,M1,OP13,Morning,193.6,50.1,66.3,112.4,A,None,0
B01218,2024-07-12 01:49:09.774977497,M10,OP11,Night,206.3,48.7,42.0,103.2,B,Dimensional,3
B01219,2024-07-12 02:02:16.093609360,M5,OP09,Afternoon,217.1,53.0,33.8,106.4,B,None,0
B01220,2024-07-12 02:15:22.412241224,M10,OP16,Morning,224.6,49.5,55.1,105.5,B,None,0
B01221,2024-07-12 02:28:28.730873087,M2,OP10,Afternoon,195.8,49.2,49.9,91.9,B,None,0
B01222,2024-07-12 02:41:35.049504950,M6,OP11,Night,183.1,52.7,46.9,83.2,B,None,0
B01223,2024-07-12 02:54:41.368136813,M1,OP12,Afternoon,208.8,43.7,51.1,113.1,B,None,0
B01224,2024-07-12 03:07:47.686768676,M3,OP14,Morning,203.4,48.8,49.6,105.4,B,None,0
B01225,2024-07-12 03:20:54.005400540,M5,OP19,Morning,200.5,50.8,55.6,91.5,B,None,0
B01226,2024-07-12 03:34:00.324032403,M4,OP12,Night,192.2,48.3,48.4,79.2,A,None,0
B01227,2024-07-12 03:47:06.642664266,M3,OP18,Morning,213.3,51.1,46.0,111.4,C,None,0
B01228,2024-07-12 04:00:12.961296129,M10,OP17,Morning,191.2,50.9,51.7,101.7,B,None,0
B01229,2024-07-12 04:13:19.279927992,M5,OP03,Afternoon,189.9,53.5,56.3,109.7,A,None,0
B01230,2024-07-12 04:26:25.598559855,M8,OP01,Morning,198.0,48.9,49.2,103.5,C,None,0
B01231,2024-07-12 04:39:31.917191719,M4,OP19,Night,213.9,41.9,49.6,94.8,C,None,0
B01232,2024-07-12 04:52:38.235823582,M1,OP04,Afternoon,179.7,43.8,60.4,95.0,B,None,0
B01233,2024-07-12 05:05:44.554455445,M7,OP16,Morning,184.8,51.9,50.4,99.3,A,None,0
B01234,2024-07-12 05:18:50.873087308,M8,OP12,Morning,187.7,50.7,38.3,99.4,A,None,0
B01235,2024-07-12 05:31:57.191719171,M3,OP13,Afternoon,229.7,49.1,50.6,91.5,B,None,0
B01236,2024-07-12 05:45:03.510351035,M6,OP17,Afternoon,204.2,49.4,50.1,98.9,A,None,0
B01237,2024-07-12 05:58:09.828982898,M2,OP08,Night,184.4,47.4,52.1,106.5,C,None,0
B01238,2024-07-12 06:11:16.147614761,M7,OP13,Afternoon,198.0,47.4,51.8,100.1,B,None,0
B01239,2024-07-12 06:24:22.466246624,M8,OP20,Afternoon,211.6,47.8,50.1,105.0,B,None,0
B01240,2024-07-12 06:37:28.784878487,M6,OP05,Night,230.0,48.9,52.6,102.5,B,None,0
B01241,2024-07-12 06:50:35.103510351,M6,OP18,Afternoon,176.9,50.5,40.3,109.4,B,None,0
B01242,2024-07-12 07:03:41.422142214,M5,OP15,Afternoon,183.9,49.7,68.1,103.8,B,None,0
B01243,2024-07-12 07:16:47.740774077,M8,OP12,Afternoon,194.9,48.7,50.6,92.4,A,None,0
B01244,2024-07-12 07:29:54.059405940,M1,OP17,Night,195.5,52.8,41.5,88.3,C,Dimensional,3
